Region,"Softwood/
Hardwood","Saw log/
Pulpwood/
All","Year after 
production","Fraction: 
in use","Fraction: 
landfills","Fraction: 
energy","Fraction: 
emitted"
Pacific Northwest; Eastside,Softwood,All,8,0.437,0.090,0.251,0.221
Pacific Northwest; Eastside,Softwood,All,9,0.420,0.098,0.256,0.226
Pacific Northwest; Eastside,Softwood,All,10,0.405,0.104,0.260,0.231
Pacific Northwest; Eastside,Softwood,All,11,0.392,0.110,0.263,0.235
Pacific Northwest; Eastside,Softwood,All,12,0.380,0.115,0.267,0.238
Pacific Northwest; Eastside,Softwood,All,13,0.369,0.120,0.269,0.242
Pacific Northwest; Eastside,Softwood,All,14,0.360,0.124,0.272,0.245
Pacific Northwest; Eastside,Softwood,All,15,0.351,0.127,0.274,0.248
Pacific Northwest; Eastside,Softwood,All,16,0.343,0.131,0.276,0.250
Pacific Northwest; Eastside,Softwood,All,17,0.335,0.134,0.278,0.253
Pacific Northwest; Eastside,Softwood,All,18,0.328,0.137,0.279,0.255
Pacific Northwest; Eastside,Softwood,All,19,0.321,0.140,0.281,0.258
Pacific Northwest; Eastside,Softwood,All,20,0.315,0.143,0.283,0.260
Pacific Northwest; Eastside,Softwood,All,21,0.309,0.145,0.284,0.262
Pacific Northwest; Eastside,Softwood,All,22,0.303,0.148,0.285,0.264
Pacific Northwest; Eastside,Softwood,All,23,0.297,0.150,0.287,0.266
Pacific Northwest; Eastside,Softwood,All,24,0.292,0.152,0.288,0.268
Pacific Northwest; Eastside,Softwood,All,25,0.287,0.154,0.289,0.270
Pacific Northwest; Eastside,Softwood,All,26,0.282,0.156,0.290,0.272
Pacific Northwest; Eastside,Softwood,All,27,0.278,0.158,0.291,0.274
Pacific Northwest; Eastside,Softwood,All,28,0.273,0.159,0.292,0.276
Pacific Northwest; Eastside,Softwood,All,29,0.269,0.161,0.293,0.277
Pacific Northwest; Eastside,Softwood,All,30,0.264,0.163,0.294,0.279
Pacific Northwest; Eastside,Softwood,All,31,0.260,0.164,0.295,0.281
Pacific Northwest; Eastside,Softwood,All,32,0.256,0.166,0.296,0.282
Pacific Northwest; Eastside,Softwood,All,33,0.252,0.167,0.296,0.284
Pacific Northwest; Eastside,Softwood,All,34,0.248,0.169,0.297,0.285
Pacific Northwest; Eastside,Softwood,All,35,0.245,0.170,0.298,0.287
Pacific Northwest; Eastside,Softwood,All,36,0.241,0.172,0.299,0.289
Pacific Northwest; Eastside,Softwood,All,37,0.238,0.173,0.299,0.290
Pacific Northwest; Eastside,Softwood,All,38,0.234,0.174,0.300,0.291
Pacific Northwest; Eastside,Softwood,All,39,0.231,0.176,0.301,0.293
Pacific Northwest; Eastside,Softwood,All,40,0.228,0.177,0.301,0.294
Pacific Northwest; Eastside,Softwood,All,41,0.225,0.178,0.302,0.296
Pacific Northwest; Eastside,Softwood,All,42,0.221,0.179,0.302,0.297
Pacific Northwest; Eastside,Softwood,All,43,0.218,0.180,0.303,0.298
Pacific Northwest; Eastside,Softwood,All,44,0.215,0.181,0.303,0.300
Pacific Northwest; Eastside,Softwood,All,45,0.213,0.182,0.304,0.301
Pacific Northwest; Eastside,Softwood,All,46,0.210,0.184,0.304,0.302
Pacific Northwest; Eastside,Softwood,All,47,0.207,0.185,0.305,0.304
Pacific Northwest; Eastside,Softwood,All,48,0.204,0.186,0.305,0.305
Pacific Northwest; Eastside,Softwood,All,49,0.202,0.187,0.306,0.306
Pacific Northwest; Eastside,Softwood,All,50,0.199,0.188,0.306,0.307
Pacific Northwest; Eastside,Softwood,All,51,0.197,0.188,0.306,0.308
Pacific Northwest; Eastside,Softwood,All,52,0.194,0.189,0.307,0.310
Pacific Northwest; Eastside,Softwood,All,53,0.192,0.190,0.307,0.311
Pacific Northwest; Eastside,Softwood,All,54,0.190,0.191,0.307,0.312
Pacific Northwest; Eastside,Softwood,All,55,0.187,0.192,0.308,0.313
Pacific Northwest; Eastside,Softwood,All,56,0.185,0.193,0.308,0.314
Pacific Northwest; Eastside,Softwood,All,57,0.183,0.194,0.308,0.315
Pacific Northwest; Eastside,Softwood,All,58,0.181,0.195,0.309,0.316
Pacific Northwest; Eastside,Softwood,All,59,0.178,0.195,0.309,0.317
Pacific Northwest; Eastside,Softwood,All,60,0.176,0.196,0.309,0.318
Pacific Northwest; Eastside,Softwood,All,61,0.174,0.197,0.309,0.319
Pacific Northwest; Eastside,Softwood,All,62,0.172,0.198,0.309,0.320
Pacific Northwest; Eastside,Softwood,All,63,0.170,0.199,0.310,0.321
Pacific Northwest; Eastside,Softwood,All,64,0.168,0.199,0.310,0.322
Pacific Northwest; Eastside,Softwood,All,65,0.166,0.200,0.310,0.323
Pacific Northwest; Eastside,Softwood,All,66,0.165,0.201,0.310,0.324
Pacific Northwest; Eastside,Softwood,All,67,0.163,0.202,0.310,0.325
Pacific Northwest; Eastside,Softwood,All,68,0.161,0.202,0.311,0.326
Pacific Northwest; Eastside,Softwood,All,69,0.159,0.203,0.311,0.327
Pacific Northwest; Eastside,Softwood,All,70,0.157,0.204,0.311,0.328
Pacific Northwest; Eastside,Softwood,All,71,0.156,0.204,0.311,0.329
Pacific Northwest; Eastside,Softwood,All,72,0.154,0.205,0.311,0.330
Pacific Northwest; Eastside,Softwood,All,73,0.152,0.206,0.311,0.331
Pacific Northwest; Eastside,Softwood,All,74,0.151,0.206,0.311,0.332
Pacific Northwest; Eastside,Softwood,All,75,0.149,0.207,0.311,0.333
Pacific Northwest; Eastside,Softwood,All,76,0.147,0.208,0.311,0.333
Pacific Northwest; Eastside,Softwood,All,77,0.146,0.208,0.311,0.334
Pacific Northwest; Eastside,Softwood,All,78,0.144,0.209,0.312,0.335
Pacific Northwest; Eastside,Softwood,All,79,0.143,0.210,0.312,0.336
Pacific Northwest; Eastside,Softwood,All,80,0.141,0.210,0.312,0.337
Pacific Northwest; Eastside,Softwood,All,81,0.140,0.211,0.312,0.338
Pacific Northwest; Eastside,Softwood,All,82,0.138,0.211,0.312,0.338
Pacific Northwest; Eastside,Softwood,All,83,0.137,0.212,0.312,0.339
Pacific Northwest; Eastside,Softwood,All,84,0.136,0.213,0.312,0.340
Pacific Northwest; Eastside,Softwood,All,85,0.134,0.213,0.312,0.341
Pacific Northwest; Eastside,Softwood,All,86,0.133,0.214,0.312,0.342
Pacific Northwest; Eastside,Softwood,All,87,0.132,0.214,0.312,0.342
Pacific Northwest; Eastside,Softwood,All,88,0.130,0.215,0.312,0.343
Pacific Northwest; Eastside,Softwood,All,89,0.129,0.215,0.312,0.344
Pacific Northwest; Eastside,Softwood,All,90,0.128,0.216,0.312,0.345
Pacific Northwest; Eastside,Softwood,All,91,0.126,0.217,0.312,0.345
Pacific Northwest; Eastside,Softwood,All,92,0.125,0.217,0.312,0.346
Pacific Northwest; Eastside,Softwood,All,93,0.124,0.218,0.312,0.347
Pacific Northwest; Eastside,Softwood,All,94,0.123,0.218,0.312,0.347
Pacific Northwest; Eastside,Softwood,All,95,0.121,0.219,0.312,0.348
Pacific Northwest; Eastside,Softwood,All,96,0.120,0.219,0.312,0.349
Pacific Northwest; Eastside,Softwood,All,97,0.119,0.220,0.312,0.349
Pacific Northwest; Eastside,Softwood,All,98,0.118,0.220,0.312,0.350
Pacific Northwest; Eastside,Softwood,All,99,0.117,0.221,0.312,0.351
Pacific Northwest; Eastside,Softwood,All,100,0.116,0.221,0.312,0.351
Pacific Northwest; Westside,Softwood,Saw log,0,0.740,0.000,0.125,0.135
Pacific Northwest; Westside,Softwood,Saw log,1,0.703,0.018,0.134,0.144
Pacific Northwest; Westside,Softwood,Saw log,2,0.670,0.035,0.141,0.153
Pacific Northwest; Westside,Softwood,Saw log,3,0.640,0.050,0.148,0.161
Pacific Northwest; Westside,Softwood,Saw log,4,0.613,0.064,0.154,0.169
Pacific Northwest; Westside,Softwood,Saw log,5,0.589,0.076,0.160,0.176
Pacific Northwest; Westside,Softwood,Saw log,6,0.566,0.088,0.165,0.182
Pacific Northwest; Westside,Softwood,Saw log,7,0.545,0.098,0.169,0.188
Pacific Northwest; Westside,Softwood,Saw log,8,0.525,0.108,0.174,0.194
Pacific Northwest; Westside,Softwood,Saw log,9,0.506,0.117,0.178,0.199
Pacific Northwest; Westside,Softwood,Saw log,10,0.489,0.125,0.182,0.204
Pacific Northwest; Westside,Softwood,Saw log,11,0.473,0.133,0.185,0.209
Pacific Northwest; Westside,Softwood,Saw log,12,0.459,0.140,0.188,0.213
Pacific Northwest; Westside,Softwood,Saw log,13,0.446,0.146,0.191,0.217
Pacific Northwest; Westside,Softwood,Saw log,14,0.434,0.152,0.194,0.221
Pacific Northwest; Westside,Softwood,Saw log,15,0.423,0.157,0.196,0.224
Pacific Northwest; Westside,Softwood,Saw log,16,0.412,0.162,0.198,0.227
Pacific Northwest; Westside,Softwood,Saw log,17,0.403,0.167,0.200,0.230
Pacific Northwest; Westside,Softwood,Saw log,18,0.393,0.171,0.202,0.233
Pacific Northwest; Westside,Softwood,Saw log,19,0.384,0.175,0.204,0.236
Pacific Northwest; Westside,Softwood,Saw log,20,0.376,0.179,0.206,0.239
Pacific Northwest; Westside,Softwood,Saw log,21,0.368,0.182,0.208,0.242
Pacific Northwest; Westside,Softwood,Saw log,22,0.360,0.186,0.209,0.245
Pacific Northwest; Westside,Softwood,Saw log,23,0.353,0.189,0.211,0.247
Pacific Northwest; Westside,Softwood,Saw log,24,0.346,0.192,0.212,0.250
Pacific Northwest; Westside,Softwood,Saw log,25,0.340,0.195,0.213,0.252
Pacific Northwest; Westside,Softwood,Saw log,26,0.333,0.198,0.215,0.254
Pacific Northwest; Westside,Softwood,Saw log,27,0.327,0.200,0.216,0.257
Pacific Northwest; Westside,Softwood,Saw log,28,0.321,0.203,0.217,0.259
Pacific Northwest; Westside,Softwood,Saw log,29,0.315,0.205,0.218,0.261
Pacific Northwest; Westside,Softwood,Saw log,30,0.310,0.208,0.219,0.263
Pacific Northwest; Westside,Softwood,Saw log,31,0.304,0.210,0.221,0.265
Pacific Northwest; Westside,Softwood,Saw log,32,0.299,0.212,0.222,0.267
Pacific Northwest; Westside,Softwood,Saw log,33,0.294,0.214,0.223,0.269
Pacific Northwest; Westside,Softwood,Saw log,34,0.289,0.216,0.224,0.271
Pacific Northwest; Westside,Softwood,Saw log,35,0.284,0.218,0.224,0.273
Pacific Northwest; Westside,Softwood,Saw log,36,0.280,0.220,0.225,0.275
Pacific Northwest; Westside,Softwood,Saw log,37,0.275,0.222,0.226,0.277
Pacific Northwest; Westside,Softwood,Saw log,38,0.271,0.223,0.227,0.279
Pacific Northwest; Westside,Softwood,Saw log,39,0.267,0.225,0.228,0.280
Pacific Northwest; Westside,Softwood,Saw log,40,0.263,0.227,0.228,0.282
Pacific Northwest; Westside,Softwood,Saw log,41,0.259,0.228,0.229,0.284
Pacific Northwest; Westside,Softwood,Saw log,42,0.255,0.230,0.230,0.285
Pacific Northwest; Westside,Softwood,Saw log,43,0.251,0.231,0.230,0.287
Pacific Northwest; Westside,Softwood,Saw log,44,0.248,0.233,0.231,0.289
Pacific Northwest; Westside,Softwood,Saw log,45,0.244,0.234,0.232,0.290
Pacific Northwest; Westside,Softwood,Saw log,46,0.241,0.235,0.232,0.292
Pacific Northwest; Westside,Softwood,Saw log,47,0.237,0.237,0.233,0.293
Pacific Northwest; Westside,Softwood,Saw log,48,0.234,0.238,0.233,0.295
Pacific Northwest; Westside,Softwood,Saw log,49,0.231,0.239,0.234,0.296
Pacific Northwest; Westside,Softwood,Saw log,50,0.228,0.240,0.234,0.298
Pacific Northwest; Westside,Softwood,Saw log,51,0.225,0.241,0.235,0.299
Pacific Northwest; Westside,Softwood,Saw log,52,0.222,0.242,0.235,0.301
Pacific Northwest; Westside,Softwood,Saw log,53,0.219,0.244,0.236,0.302
Pacific Northwest; Westside,Softwood,Saw log,54,0.216,0.245,0.236,0.303
Pacific Northwest; Westside,Softwood,Saw log,55,0.213,0.246,0.237,0.305
Pacific Northwest; Westside,Softwood,Saw log,56,0.210,0.247,0.237,0.306
Pacific Northwest; Westside,Softwood,Saw log,57,0.208,0.248,0.237,0.307
Pacific Northwest; Westside,Softwood,Saw log,58,0.205,0.249,0.238,0.309
Pacific Northwest; Westside,Softwood,Saw log,59,0.203,0.250,0.238,0.310
Pacific Northwest; Westside,Softwood,Saw log,60,0.200,0.251,0.238,0.311
Pacific Northwest; Westside,Softwood,Saw log,61,0.198,0.252,0.238,0.312
Pacific Northwest; Westside,Softwood,Saw log,62,0.195,0.253,0.239,0.313
Pacific Northwest; Westside,Softwood,Saw log,63,0.193,0.254,0.239,0.315
Pacific Northwest; Westside,Softwood,Saw log,64,0.191,0.254,0.239,0.316
Pacific Northwest; Westside,Softwood,Saw log,65,0.188,0.255,0.240,0.317
Pacific Northwest; Westside,Softwood,Saw log,66,0.186,0.256,0.240,0.318
Pacific Northwest; Westside,Softwood,Saw log,67,0.184,0.257,0.240,0.319
Pacific Northwest; Westside,Softwood,Saw log,68,0.182,0.258,0.240,0.320
Pacific Northwest; Westside,Softwood,Saw log,69,0.180,0.259,0.240,0.321
Pacific Northwest; Westside,Softwood,Saw log,70,0.178,0.259,0.240,0.322
Pacific Northwest; Westside,Softwood,Saw log,71,0.176,0.260,0.241,0.323
Pacific Northwest; Westside,Softwood,Saw log,72,0.174,0.261,0.241,0.324
Pacific Northwest; Westside,Softwood,Saw log,73,0.172,0.262,0.241,0.326
Pacific Northwest; Westside,Softwood,Saw log,74,0.170,0.263,0.241,0.327
Pacific Northwest; Westside,Softwood,Saw log,75,0.168,0.263,0.241,0.328
Pacific Northwest; Westside,Softwood,Saw log,76,0.166,0.264,0.241,0.329
Pacific Northwest; Westside,Softwood,Saw log,77,0.164,0.265,0.241,0.330
Pacific Northwest; Westside,Softwood,Saw log,78,0.163,0.265,0.242,0.330
Pacific Northwest; Westside,Softwood,Saw log,79,0.161,0.266,0.242,0.331
Pacific Northwest; Westside,Softwood,Saw log,80,0.159,0.267,0.242,0.332
Pacific Northwest; Westside,Softwood,Saw log,81,0.157,0.267,0.242,0.333
Pacific Northwest; Westside,Softwood,Saw log,82,0.156,0.268,0.242,0.334
Pacific Northwest; Westside,Softwood,Saw log,83,0.154,0.269,0.242,0.335
Pacific Northwest; Westside,Softwood,Saw log,84,0.153,0.269,0.242,0.336
Pacific Northwest; Westside,Softwood,Saw log,85,0.151,0.270,0.242,0.337
Pacific Northwest; Westside,Softwood,Saw log,86,0.149,0.271,0.242,0.338
Pacific Northwest; Westside,Softwood,Saw log,87,0.148,0.271,0.242,0.339
Pacific Northwest; Westside,Softwood,Saw log,88,0.146,0.272,0.242,0.340
Pacific Northwest; Westside,Softwood,Saw log,89,0.145,0.273,0.242,0.340
Pacific Northwest; Westside,Softwood,Saw log,90,0.143,0.273,0.242,0.341
Pacific Northwest; Westside,Softwood,Saw log,91,0.142,0.274,0.242,0.342
Pacific Northwest; Westside,Softwood,Saw log,92,0.141,0.274,0.242,0.343
Pacific Northwest; Westside,Softwood,Saw log,93,0.139,0.275,0.242,0.344
Pacific Northwest; Westside,Softwood,Saw log,94,0.138,0.276,0.242,0.345
Pacific Northwest; Westside,Softwood,Saw log,95,0.136,0.276,0.242,0.345
Pacific Northwest; Westside,Softwood,Saw log,96,0.135,0.277,0.242,0.346
Pacific Northwest; Westside,Softwood,Saw log,97,0.134,0.277,0.242,0.347
Pacific Northwest; Westside,Softwood,Saw log,98,0.132,0.278,0.242,0.348
Pacific Northwest; Westside,Softwood,Saw log,99,0.131,0.278,0.242,0.348
Pacific Northwest; Westside,Softwood,Saw log,100,0.130,0.279,0.242,0.349
Pacific Northwest; Westside,Softwood,Pulpwood,0,0.500,0.000,0.352,0.148
Pacific Northwest; Westside,Softwood,Pulpwood,1,0.422,0.026,0.382,0.170
Pacific Northwest; Westside,Softwood,Pulpwood,2,0.357,0.047,0.409,0.187
Pacific Northwest; Westside,Softwood,Pulpwood,3,0.301,0.064,0.433,0.202
Pacific Northwest; Westside,Softwood,Pulpwood,4,0.254,0.078,0.453,0.215
Pacific Northwest; Westside,Softwood,Pulpwood,5,0.215,0.089,0.471,0.226
Pacific Northwest; Westside,Softwood,Pulpwood,6,0.180,0.098,0.486,0.236
Pacific Northwest; Westside,Softwood,Pulpwood,7,0.150,0.106,0.499,0.245
Pacific Northwest; Westside,Softwood,Pulpwood,8,0.121,0.112,0.512,0.254
Pacific Northwest; Westside,Softwood,Pulpwood,9,0.096,0.118,0.523,0.262
Pacific Northwest; Westside,Softwood,Pulpwood,10,0.075,0.122,0.533,0.270
Pacific Northwest; Westside,Softwood,Pulpwood,11,0.057,0.125,0.541,0.276
Pacific Northwest; Westside,Softwood,Pulpwood,12,0.044,0.127,0.547,0.282
Pacific Northwest; Westside,Softwood,Pulpwood,13,0.034,0.127,0.552,0.287
Pacific Northwest; Westside,Softwood,Pulpwood,14,0.026,0.127,0.556,0.291
Pacific Northwest; Westside,Softwood,Pulpwood,15,0.020,0.127,0.559,0.295
Pacific Northwest; Westside,Softwood,Pulpwood,16,0.015,0.125,0.561,0.298
Pacific Northwest; Westside,Softwood,Pulpwood,17,0.012,0.124,0.563,0.301
Pacific Northwest; Westside,Softwood,Pulpwood,18,0.009,0.123,0.565,0.304
Pacific Northwest; Westside,Softwood,Pulpwood,19,0.006,0.121,0.566,0.307
Pacific Northwest; Westside,Softwood,Pulpwood,20,0.004,0.119,0.567,0.309
Pacific Northwest; Westside,Softwood,Pulpwood,21,0.003,0.118,0.568,0.311
Pacific Northwest; Westside,Softwood,Pulpwood,22,0.002,0.116,0.568,0.313
Pacific Northwest; Westside,Softwood,Pulpwood,23,0.002,0.114,0.569,0.315
Pacific Northwest; Westside,Softwood,Pulpwood,24,0.001,0.112,0.569,0.317
Pacific Northwest; Westside,Softwood,Pulpwood,25,0.001,0.110,0.569,0.319
Pacific Northwest; Westside,Softwood,Pulpwood,26,0.001,0.109,0.569,0.321
Pacific Northwest; Westside,Softwood,Pulpwood,27,0.001,0.107,0.569,0.323
Pacific Northwest; Westside,Softwood,Pulpwood,28,0.000,0.106,0.569,0.324
Pacific Northwest; Westside,Softwood,Pulpwood,29,0.000,0.104,0.569,0.326
Pacific Northwest; Westside,Softwood,Pulpwood,30,0.000,0.103,0.569,0.327
Pacific Northwest; Westside,Softwood,Pulpwood,31,0.000,0.102,0.569,0.329
Pacific Northwest; Westside,Softwood,Pulpwood,32,0.000,0.100,0.569,0.330
Pacific Northwest; Westside,Softwood,Pulpwood,33,0.000,0.099,0.569,0.331
Pacific Northwest; Westside,Softwood,Pulpwood,34,0.000,0.098,0.569,0.333
Pacific Northwest; Westside,Softwood,Pulpwood,35,0.000,0.097,0.569,0.334
Pacific Northwest; Westside,Softwood,Pulpwood,36,0.000,0.096,0.569,0.335
Pacific Northwest; Westside,Softwood,Pulpwood,37,0.000,0.095,0.569,0.336
Pacific Northwest; Westside,Softwood,Pulpwood,38,0.000,0.094,0.569,0.337
Pacific Northwest; Westside,Softwood,Pulpwood,39,0.000,0.093,0.569,0.338
Pacific Northwest; Westside,Softwood,Pulpwood,40,0.000,0.092,0.569,0.339
Pacific Northwest; Westside,Softwood,Pulpwood,41,0.000,0.091,0.569,0.339
Pacific Northwest; Westside,Softwood,Pulpwood,42,0.000,0.090,0.569,0.340
Pacific Northwest; Westside,Softwood,Pulpwood,43,0.000,0.090,0.569,0.341
Pacific Northwest; Westside,Softwood,Pulpwood,44,0.000,0.089,0.569,0.342
Pacific Northwest; Westside,Softwood,Pulpwood,45,0.000,0.088,0.569,0.342
Pacific Northwest; Westside,Softwood,Pulpwood,46,0.000,0.088,0.569,0.343
Pacific Northwest; Westside,Softwood,Pulpwood,47,0.000,0.087,0.569,0.344
Pacific Northwest; Westside,Softwood,Pulpwood,48,0.000,0.086,0.569,0.344
Pacific Northwest; Westside,Softwood,Pulpwood,49,0.000,0.086,0.569,0.345
Pacific Northwest; Westside,Softwood,Pulpwood,50,0.000,0.085,0.569,0.345
Pacific Northwest; Westside,Softwood,Pulpwood,51,0.000,0.085,0.569,0.346
Pacific Northwest; Westside,Softwood,Pulpwood,52,0.000,0.084,0.569,0.346
Pacific Northwest; Westside,Softwood,Pulpwood,53,0.000,0.084,0.569,0.347
Pacific Northwest; Westside,Softwood,Pulpwood,54,0.000,0.083,0.569,0.347
Pacific Northwest; Westside,Softwood,Pulpwood,55,0.000,0.083,0.569,0.348
Pacific Northwest; Westside,Softwood,Pulpwood,56,0.000,0.083,0.569,0.348
Pacific Northwest; Westside,Softwood,Pulpwood,57,0.000,0.082,0.569,0.348
Pacific Northwest; Westside,Softwood,Pulpwood,58,0.000,0.082,0.569,0.349
Pacific Northwest; Westside,Softwood,Pulpwood,59,0.000,0.082,0.569,0.349
Pacific Northwest; Westside,Softwood,Pulpwood,60,0.000,0.081,0.569,0.349
Pacific Northwest; Westside,Softwood,Pulpwood,61,0.000,0.081,0.569,0.350
Pacific Northwest; Westside,Softwood,Pulpwood,62,0.000,0.081,0.569,0.350
Pacific Northwest; Westside,Softwood,Pulpwood,63,0.000,0.080,0.569,0.350
Pacific Northwest; Westside,Softwood,Pulpwood,64,0.000,0.080,0.569,0.351
Pacific Northwest; Westside,Softwood,Pulpwood,65,0.000,0.080,0.569,0.351
Pacific Northwest; Westside,Softwood,Pulpwood,66,0.000,0.080,0.569,0.351
Pacific Northwest; Westside,Softwood,Pulpwood,67,0.000,0.079,0.569,0.351
Pacific Northwest; Westside,Softwood,Pulpwood,68,0.000,0.079,0.569,0.352
Pacific Northwest; Westside,Softwood,Pulpwood,69,0.000,0.079,0.569,0.352
Pacific Northwest; Westside,Softwood,Pulpwood,70,0.000,0.079,0.569,0.352
Pacific Northwest; Westside,Softwood,Pulpwood,71,0.000,0.078,0.569,0.352
Pacific Northwest; Westside,Softwood,Pulpwood,72,0.000,0.078,0.569,0.352
Pacific Northwest; Westside,Softwood,Pulpwood,73,0.000,0.078,0.569,0.352
Pacific Northwest; Westside,Softwood,Pulpwood,74,0.000,0.078,0.569,0.353
Pacific Northwest; Westside,Softwood,Pulpwood,75,0.000,0.078,0.569,0.353
Pacific Northwest; Westside,Softwood,Pulpwood,76,0.000,0.078,0.569,0.353
Pacific Northwest; Westside,Softwood,Pulpwood,77,0.000,0.078,0.569,0.353
Pacific Northwest; Westside,Softwood,Pulpwood,78,0.000,0.077,0.569,0.353
Pacific Northwest; Westside,Softwood,Pulpwood,79,0.000,0.077,0.569,0.353
Pacific Northwest; Westside,Softwood,Pulpwood,80,0.000,0.077,0.569,0.353
Pacific Northwest; Westside,Softwood,Pulpwood,81,0.000,0.077,0.569,0.354
Pacific Northwest; Westside,Softwood,Pulpwood,82,0.000,0.077,0.569,0.354
Pacific Northwest; Westside,Softwood,Pulpwood,83,0.000,0.077,0.569,0.354
Pacific Northwest; Westside,Softwood,Pulpwood,84,0.000,0.077,0.569,0.354
Pacific Northwest; Westside,Softwood,Pulpwood,85,0.000,0.077,0.569,0.354
Pacific Northwest; Westside,Softwood,Pulpwood,86,0.000,0.077,0.569,0.354
Pacific Northwest; Westside,Softwood,Pulpwood,87,0.000,0.076,0.569,0.354
Pacific Northwest; Westside,Softwood,Pulpwood,88,0.000,0.076,0.569,0.354
Pacific Northwest; Westside,Softwood,Pulpwood,89,0.000,0.076,0.569,0.354
Pacific Northwest; Westside,Softwood,Pulpwood,90,0.000,0.076,0.569,0.354
Pacific Northwest; Westside,Softwood,Pulpwood,91,0.000,0.076,0.569,0.354
Pacific Northwest; Westside,Softwood,Pulpwood,92,0.000,0.076,0.569,0.355
Pacific Northwest; Westside,Softwood,Pulpwood,93,0.000,0.076,0.569,0.355
Pacific Northwest; Westside,Softwood,Pulpwood,94,0.000,0.076,0.569,0.355
Pacific Northwest; Westside,Softwood,Pulpwood,95,0.000,0.076,0.569,0.355
Pacific Northwest; Westside,Softwood,Pulpwood,96,0.000,0.076,0.569,0.355
Pacific Northwest; Westside,Softwood,Pulpwood,97,0.000,0.076,0.569,0.355
Pacific Northwest; Westside,Softwood,Pulpwood,98,0.000,0.076,0.569,0.355
Pacific Northwest; Westside,Softwood,Pulpwood,99,0.000,0.076,0.569,0.355
Pacific Northwest; Westside,Softwood,Pulpwood,100,0.000,0.076,0.569,0.355
Pacific Northwest; Westside,Hardwood,All,0,0.531,0.000,0.288,0.181
Pacific Northwest; Westside,Hardwood,All,1,0.481,0.021,0.305,0.193
Pacific Northwest; Westside,Hardwood,All,2,0.438,0.040,0.319,0.204
Pacific Northwest; Westside,Hardwood,All,3,0.400,0.055,0.332,0.213
Pacific Northwest; Westside,Hardwood,All,4,0.367,0.069,0.343,0.221
Pacific Northwest; Westside,Hardwood,All,5,0.338,0.081,0.352,0.229
Pacific Northwest; Westside,Hardwood,All,6,0.312,0.091,0.361,0.235
Pacific Northwest; Westside,Hardwood,All,7,0.289,0.100,0.369,0.241
Pacific Northwest; Westside,Hardwood,All,8,0.268,0.109,0.377,0.247
Pacific Northwest; Westside,Hardwood,All,9,0.248,0.116,0.383,0.252
Pacific Northwest; Westside,Hardwood,All,10,0.231,0.122,0.390,0.257
Pacific Northwest; Westside,Hardwood,All,11,0.216,0.128,0.395,0.262
Pacific Northwest; Westside,Hardwood,All,12,0.203,0.132,0.399,0.265
Pacific Northwest; Westside,Hardwood,All,13,0.192,0.136,0.403,0.269
Pacific Northwest; Westside,Hardwood,All,14,0.182,0.140,0.406,0.272
Pacific Northwest; Westside,Hardwood,All,15,0.174,0.142,0.409,0.275
Pacific Northwest; Westside,Hardwood,All,16,0.166,0.145,0.412,0.277
Pacific Northwest; Westside,Hardwood,All,17,0.160,0.147,0.414,0.279
Pacific Northwest; Westside,Hardwood,All,18,0.154,0.148,0.416,0.281
Pacific Northwest; Westside,Hardwood,All,19,0.148,0.150,0.418,0.284
Pacific Northwest; Westside,Hardwood,All,20,0.143,0.152,0.420,0.285
Pacific Northwest; Westside,Hardwood,All,21,0.138,0.153,0.422,0.287
Pacific Northwest; Westside,Hardwood,All,22,0.134,0.154,0.423,0.289
Pacific Northwest; Westside,Hardwood,All,23,0.130,0.155,0.425,0.291
Pacific Northwest; Westside,Hardwood,All,24,0.126,0.156,0.426,0.292
Pacific Northwest; Westside,Hardwood,All,25,0.122,0.157,0.427,0.294
Pacific Northwest; Westside,Hardwood,All,26,0.119,0.157,0.428,0.295
Pacific Northwest; Westside,Hardwood,All,27,0.116,0.158,0.429,0.297
Pacific Northwest; Westside,Hardwood,All,28,0.113,0.159,0.430,0.298
Pacific Northwest; Westside,Hardwood,All,29,0.110,0.159,0.431,0.299
Pacific Northwest; Westside,Hardwood,All,30,0.107,0.160,0.432,0.301
Pacific Northwest; Westside,Hardwood,All,31,0.104,0.160,0.433,0.302
Pacific Northwest; Westside,Hardwood,All,32,0.102,0.161,0.434,0.303
Pacific Northwest; Westside,Hardwood,All,33,0.099,0.161,0.435,0.304
Pacific Northwest; Westside,Hardwood,All,34,0.097,0.162,0.436,0.305
Pacific Northwest; Westside,Hardwood,All,35,0.095,0.162,0.436,0.306
Pacific Northwest; Westside,Hardwood,All,36,0.093,0.163,0.437,0.308
Pacific Northwest; Westside,Hardwood,All,37,0.091,0.163,0.438,0.309
Pacific Northwest; Westside,Hardwood,All,38,0.088,0.164,0.438,0.310
Pacific Northwest; Westside,Hardwood,All,39,0.087,0.164,0.439,0.311
Pacific Northwest; Westside,Hardwood,All,40,0.085,0.164,0.440,0.312
Pacific Northwest; Westside,Hardwood,All,41,0.083,0.165,0.440,0.313
Pacific Northwest; Westside,Hardwood,All,42,0.081,0.165,0.441,0.314
Pacific Northwest; Westside,Hardwood,All,43,0.079,0.165,0.441,0.314
Pacific Northwest; Westside,Hardwood,All,44,0.078,0.166,0.442,0.315
Pacific Northwest; Westside,Hardwood,All,45,0.076,0.166,0.442,0.316
